index,title,authors,year,venue,id,references,abstract,ISCITED_COUNT,AUTHOR_COUNT,REF_COUNT,MAIN_AUTHOR,SECONDARY_AUTHORS,TITLE_TOKEN,ABSTRACT_TOKEN
432607,The EXODUS Optimizer Generator,"['Goetz Graefe', 'David J. DeWitt']",1987,SIGMOD Conference,598655,"['1118192', '642099', '521220', '598438', '642471', '598633', '598632', '772568', '832669', '599048', '950880', '1196257', '521192', '521200', '599580', '599627', '1118657', '776156', '1118678', '599849', '643917', '1118735', '644069', '599999', '2795']",This paper presents the design and an initial performance evaluation of the query optimizer generator designed for the EXODUS extensible database system Algebraic transformation rules are translated into an executable query optimizer which transforms query trees and selects methods for executing operations according to cost functions associated with the methods The search strategy avoids exhaustive search and it modifies itself to take advantage of past experience Computational results show that an optimizer generated for a relational system produces access plans almost as good as those produced by exhaustive search with the search time cut to a small fraction,110,2,25,Goetz Graefe,['David J. DeWitt'],"['the', 'exodus', 'optimizer', 'generator']","['this', 'paper', 'presents', 'the', 'design', 'and', 'an', 'initial', 'performance', 'evaluation', 'of', 'the', 'query', 'optimizer', 'generator', 'designed', 'for', 'the', 'exodus', 'extensible', 'database', 'system', 'algebraic', 'transformation', 'rules', 'are', 'translated', 'into', 'an', 'executable', 'query', 'optimizer', 'which', 'transforms', 'query', 'trees', 'and', 'selects', 'methods', 'for', 'executing', 'operations', 'according', 'to', 'cost', 'functions', 'associated', 'with', 'the', 'methods', 'the', 'search', 'strategy', 'avoids', 'exhaustive', 'search', 'and', 'it', 'modifies', 'itself', 'to', 'take', 'advantage', 'of', 'past', 'experience', 'computational', 'results', 'show', 'that', 'an', 'optimizer', 'generated', 'for', 'a', 'relational', 'system', 'produces', 'access', 'plans', 'almost', 'as', 'good', 'as', 'those', 'produced', 'by', 'exhaustive', 'search', 'with', 'the', 'search', 'time', 'cut', 'to', 'a', 'small', 'fraction']"
355809,Predictive Techniques for Aggressive Load Speculation,"['Glenn Reinman', 'Brad Calder']",1998,MICRO,499422,"['418574', '499430', '53737', '499191', '499339', '499045', '196913', '418675', '419408', '499511', '499282', '419217', '499443', '360051', '360209', '360214', '418848', '499543']",,23,2,18,Glenn Reinman,['Brad Calder'],"['predictive', 'techniques', 'for', 'aggressive', 'load', 'speculation']",[]
571076,Transience of peers  streaming media,"['Mayank Bawa', 'Hrishikesh Deshpande', 'Hector Garcia-Molina']",2003,Computer Communication Review,783867,"['337061', '514059', '588537', '519677']",Application level multicast schemes have traditionally been evaluated with respect to the efficiency penalties incurred in migrating the multicast functionality from the network layer to the application layer We argue that the current performance measures and therefore design strategies are incomplete as they do not consider transience of peers The routers in application level multicast systems are participant clients and not infrastructure units As such the assumptions on the behavior of these application routers are significantly different from the infrastructure routing units that traditional research has dealt with especially in a peertopeer setting where peers are multiuse and the management is decentralized we argue that the transience in peer behavior has implications on endperformance enabled We outline a design philosophy that seeks to separate policy decisions in handling peer behavior from the endapplication at a basic infrastructural peering layer As a proof of concept we have implemented a peering layer prototype which is available for download,3,3,4,Mayank Bawa,"['Hrishikesh Deshpande', 'Hector Garcia-Molina']","['transience', 'of', 'peers', 'streaming', 'media']","['application', 'level', 'multicast', 'schemes', 'have', 'traditionally', 'been', 'evaluated', 'with', 'respect', 'to', 'the', 'efficiency', 'penalties', 'incurred', 'in', 'migrating', 'the', 'multicast', 'functionality', 'from', 'the', 'network', 'layer', 'to', 'the', 'application', 'layer', 'we', 'argue', 'that', 'the', 'current', 'performance', 'measures', 'and', 'therefore', 'design', 'strategies', 'are', 'incomplete', 'as', 'they', 'do', 'not', 'consider', 'transience', 'of', 'peers', 'the', 'routers', 'in', 'application', 'level', 'multicast', 'systems', 'are', 'participant', 'clients', 'and', 'not', 'infrastructure', 'units', 'as', 'such', 'the', 'assumptions', 'on', 'the', 'behavior', 'of', 'these', 'application', 'routers', 'are', 'significantly', 'different', 'from', 'the', 'infrastructure', 'routing', 'units', 'that', 'traditional', 'research', 'has', 'dealt', 'with', 'especially', 'in', 'a', 'peertopeer', 'setting', 'where', 'peers', 'are', 'multiuse', 'and', 'the', 'management', 'is', 'decentralized', 'we', 'argue', 'that', 'the', 'transience', 'in', 'peer', 'behavior', 'has', 'implications', 'on', 'endperformance', 'enabled', 'we', 'outline', 'a', 'design', 'philosophy', 'that', 'seeks', 'to', 'separate', 'policy', 'decisions', 'in', 'handling', 'peer', 'behavior', 'from', 'the', 'endapplication', 'at', 'a', 'basic', 'infrastructural', 'peering', 'layer', 'as', 'a', 'proof', 'of', 'concept', 'we', 'have', 'implemented', 'a', 'peering', 'layer', 'prototype', 'which', 'is', 'available', 'for', 'download']"
1054663,DHTbased lightweight broadcast algorithms in largescale computing infrastructures,"['Kun Huang', 'Dafang Zhang']",2010,Future Generation Comp Syst,1595132,"['1117602', '519568', '784167', '514059', '653942', '499990', '298042', '520147', '636724', '520084', '588492', '589000', '588870', '588933', '519677', '543855', '784011', '877154', '877264', '636535', '613261', '613091', '1120576', '235575', '877632']",Scalable and efficient broadcast is essential to largescale computing infrastructures such as PlanetLab and Grids Previous broadcast algorithms exploit the greedy routing mechanisms of a Distributed Hash Table DHT to achieve the scalability However they suffer from load unbalancing and high overhead for constructing and maintaining a distributed broadcast tree DBT This paper presents DHTbased lightweight broadcast algorithms to overcome these limitations Our algorithms leverage the topology and routing mechanism of Chord to select appropriate children of each node in a topdown approach According to the node identifier distribution of Chord we propose two broadcast algorithms over DHT When nodes are uniformly distributed in the identifier space a tokenbased broadcast algorithm is proposed where each node selects the finger nodes as its children by a token value When nodes are arbitrarily distributed in the identifier space a partitionbased broadcast algorithm is proposed where each node partitions its identifier space into two subspaces and selects the agent nodes in the subspaces as its children We show theoretically and experimentally that both tokenbased and partitionbased algorithms can implicitly build a balanced DBT from the novel routing paths of DHT where the branching factor is at most two and the tree height is Ologn in a Chord of n nodes without extra space for storing children and additional overhead for explicitly maintaining the parentchild membership,0,2,25,Kun Huang,['Dafang Zhang'],"['dhtbased', 'lightweight', 'broadcast', 'algorithms', 'in', 'largescale', 'computing', 'infrastructures']","['scalable', 'and', 'efficient', 'broadcast', 'is', 'essential', 'to', 'largescale', 'computing', 'infrastructures', 'such', 'as', 'planetlab', 'and', 'grids', 'previous', 'broadcast', 'algorithms', 'exploit', 'the', 'greedy', 'routing', 'mechanisms', 'of', 'a', 'distributed', 'hash', 'table', 'dht', 'to', 'achieve', 'the', 'scalability', 'however', 'they', 'suffer', 'from', 'load', 'unbalancing', 'and', 'high', 'overhead', 'for', 'constructing', 'and', 'maintaining', 'a', 'distributed', 'broadcast', 'tree', 'dbt', 'this', 'paper', 'presents', 'dhtbased', 'lightweight', 'broadcast', 'algorithms', 'to', 'overcome', 'these', 'limitations', 'our', 'algorithms', 'leverage', 'the', 'topology', 'and', 'routing', 'mechanism', 'of', 'chord', 'to', 'select', 'appropriate', 'children', 'of', 'each', 'node', 'in', 'a', 'topdown', 'approach', 'according', 'to', 'the', 'node', 'identifier', 'distribution', 'of', 'chord', 'we', 'propose', 'two', 'broadcast', 'algorithms', 'over', 'dht', 'when', 'nodes', 'are', 'uniformly', 'distributed', 'in', 'the', 'identifier', 'space', 'a', 'tokenbased', 'broadcast', 'algorithm', 'is', 'proposed', 'where', 'each', 'node', 'selects', 'the', 'finger', 'nodes', 'as', 'its', 'children', 'by', 'a', 'token', 'value', 'when', 'nodes', 'are', 'arbitrarily', 'distributed', 'in', 'the', 'identifier', 'space', 'a', 'partitionbased', 'broadcast', 'algorithm', 'is', 'proposed', 'where', 'each', 'node', 'partitions', 'its', 'identifier', 'space', 'into', 'two', 'subspaces', 'and', 'selects', 'the', 'agent', 'nodes', 'in', 'the', 'subspaces', 'as', 'its', 'children', 'we', 'show', 'theoretically', 'and', 'experimentally', 'that', 'both', 'tokenbased', 'and', 'partitionbased', 'algorithms', 'can', 'implicitly', 'build', 'a', 'balanced', 'dbt', 'from', 'the', 'novel', 'routing', 'paths', 'of', 'dht', 'where', 'the', 'branching', 'factor', 'is', 'at', 'most', 'two', 'and', 'the', 'tree', 'height', 'is', 'ologn', 'in', 'a', 'chord', 'of', 'n', 'nodes', 'without', 'extra', 'space', 'for', 'storing', 'children', 'and', 'additional', 'overhead', 'for', 'explicitly', 'maintaining', 'the', 'parentchild', 'membership']"
374421,Integrated Resource Management for Clusterbased Internet Services,"['Kai Shen', 'Hong Tang', 'Tao Yang', 'Lingkun Chu']",2002,OSDI,523778,"['613142', '596882', '410822', '588575', '613321', '523751', '592849', '613143', '636445', '53801', '523786', '597155', '544356', '523703', '613231', '1122070', '1138069', '563972', '252580']",Client request rates for Internet services tend to be bursty and thus it is important to maintain efficient resource utilization under a wide range of load conditions Network service clients typically seek services interactively and maintaining reasonable response time is often imperative for such services In addition providing differentiated service qualities and resource allocation to multiple service classes can also be desirable at times This paper presents an integrated resource management framework part of Neptune system that provides flexible service quality specification efficient resource utilization and service differentiation for clusterbased services This framework introduces the metric of qualityaware service yield to combine the overall system efficiency and individual service response time in one flexible model Resources are managed through a twolevel request distribution and scheduling scheme At the cluster level a fully decentralized request distribution architecture is employed to achieve high scalability and availability Inside each service node an adaptive scheduling policy maintains efficient resource utilization under a wide range of load conditions Our tracedriven evaluations demonstrate the performance scalability and service differentiation achieved by the proposed techniques,26,4,19,Kai Shen,"['Hong Tang', 'Tao Yang', 'Lingkun Chu']","['integrated', 'resource', 'management', 'for', 'clusterbased', 'internet', 'services']","['client', 'request', 'rates', 'for', 'internet', 'services', 'tend', 'to', 'be', 'bursty', 'and', 'thus', 'it', 'is', 'important', 'to', 'maintain', 'efficient', 'resource', 'utilization', 'under', 'a', 'wide', 'range', 'of', 'load', 'conditions', 'network', 'service', 'clients', 'typically', 'seek', 'services', 'interactively', 'and', 'maintaining', 'reasonable', 'response', 'time', 'is', 'often', 'imperative', 'for', 'such', 'services', 'in', 'addition', 'providing', 'differentiated', 'service', 'qualities', 'and', 'resource', 'allocation', 'to', 'multiple', 'service', 'classes', 'can', 'also', 'be', 'desirable', 'at', 'times', 'this', 'paper', 'presents', 'an', 'integrated', 'resource', 'management', 'framework', 'part', 'of', 'neptune', 'system', 'that', 'provides', 'flexible', 'service', 'quality', 'specification', 'efficient', 'resource', 'utilization', 'and', 'service', 'differentiation', 'for', 'clusterbased', 'services', 'this', 'framework', 'introduces', 'the', 'metric', 'of', 'qualityaware', 'service', 'yield', 'to', 'combine', 'the', 'overall', 'system', 'efficiency', 'and', 'individual', 'service', 'response', 'time', 'in', 'one', 'flexible', 'model', 'resources', 'are', 'managed', 'through', 'a', 'twolevel', 'request', 'distribution', 'and', 'scheduling', 'scheme', 'at', 'the', 'cluster', 'level', 'a', 'fully', 'decentralized', 'request', 'distribution', 'architecture', 'is', 'employed', 'to', 'achieve', 'high', 'scalability', 'and', 'availability', 'inside', 'each', 'service', 'node', 'an', 'adaptive', 'scheduling', 'policy', 'maintains', 'efficient', 'resource', 'utilization', 'under', 'a', 'wide', 'range', 'of', 'load', 'conditions', 'our', 'tracedriven', 'evaluations', 'demonstrate', 'the', 'performance', 'scalability', 'and', 'service', 'differentiation', 'achieved', 'by', 'the', 'proposed', 'techniques']"
134763,Single Table Access Using Multiple Indexes Optimization Execution and Concurrency Control Techniques,"['C. Mohan', 'Donald J. Haderle', 'Yun Wang', 'Josephine M. Cheng']",1990,EDBT,176504,"['891741', '160203', '891816', '642447', '771510', '17459', '643184', '643205', '1118550', '643321', '599357', '599387', '255796', '160226', '599628', '599627', '892761']",,44,4,17,C. Mohan,"['Donald J. Haderle', 'Yun Wang', 'Josephine M. Cheng']","['single', 'table', 'access', 'using', 'multiple', 'indexes', 'optimization', 'execution', 'and', 'concurrency', 'control', 'techniques']",[]
844000,The computational power and complexity of constraint handling rules,"['Jon Sneyers', 'Tom Schrijvers', 'Bart Demoen']",2009,ACM Trans Program Lang Syst,1124082,"['548073', '1013511', '1090119', '3164', '950329', '328054', '1126577', '252377', '1126602', '328962', '951697', '692', '610221', '210653', '822107', '819188']",Constraint Handling Rules CHR is a highlevel rulebased programming language which is increasingly used for generalpurpose programming We introduce the CHR machine a model of computation based on the operational semantics of CHR Its computational power and time complexity properties are compared to those of the wellunderstood Turing machine and Random Access Memory machine This allows us to prove the interesting result that every algorithm can be implemented in CHR with the best known time and space complexity We also investigate the practical relevance of this result and the constant factors involved Finally we expand the scope of the discussion to other declarative programming languages,2,3,16,Jon Sneyers,"['Tom Schrijvers', 'Bart Demoen']","['the', 'computational', 'power', 'and', 'complexity', 'of', 'constraint', 'handling', 'rules']","['constraint', 'handling', 'rules', 'chr', 'is', 'a', 'highlevel', 'rulebased', 'programming', 'language', 'which', 'is', 'increasingly', 'used', 'for', 'generalpurpose', 'programming', 'we', 'introduce', 'the', 'chr', 'machine', 'a', 'model', 'of', 'computation', 'based', 'on', 'the', 'operational', 'semantics', 'of', 'chr', 'its', 'computational', 'power', 'and', 'time', 'complexity', 'properties', 'are', 'compared', 'to', 'those', 'of', 'the', 'wellunderstood', 'turing', 'machine', 'and', 'random', 'access', 'memory', 'machine', 'this', 'allows', 'us', 'to', 'prove', 'the', 'interesting', 'result', 'that', 'every', 'algorithm', 'can', 'be', 'implemented', 'in', 'chr', 'with', 'the', 'best', 'known', 'time', 'and', 'space', 'complexity', 'we', 'also', 'investigate', 'the', 'practical', 'relevance', 'of', 'this', 'result', 'and', 'the', 'constant', 'factors', 'involved', 'finally', 'we', 'expand', 'the', 'scope', 'of', 'the', 'discussion', 'to', 'other', 'declarative', 'programming', 'languages']"
90917,A ForwardSecure Digital Signature Scheme,"['Mihir Bellare', 'Sara K. Miner']",1999,CRYPTO,119667,"['119667', '119640', '120336', '120007', '119958', '120093', '119672', '120150', '50978', '120148', '613646', '50732', '50726', '83820', '841934', '193109', '1058626', '1059353', '621950']",,59,2,19,Mihir Bellare,['Sara K. Miner'],"['a', 'forwardsecure', 'digital', 'signature', 'scheme']",[]
641716,An Open System Operational Semantics for an ObjectOriented and ComponentBased Language,"['Jasmin Christian Blanchette', 'Olaf Owe']",2008,Electr Notes Theor Comput Sci,870209,"['1090119', '624398', '1092359', '980721', '1014611']",Object orientation and componentbased development have both proven useful for the elaboration of open distributed systems These paradigms are offered by the Creol language Creol objects are concurrent each with its own virtual processor and internal process control and communicate using asynchronous nonblocking method calls This provides the efficiency of message passing systems while keeping the structuring benefits of methods and objectoriented programming Conditional processor release points provide a highlevel synchronization mechanism based on passive waiting that allows us to combine active and reactive behavior A Creol component can be a single concurrent object or a collection of objects together with a number of interfaces and cointerfaces defining the provided and required interaction and semantic behavior Creols semantics is defined formally using operational semantics and Hoare logic An operational semantics lets us simulate an entire system where all components are known in advance in contrast Hoare logic together with class invariants and communication histories lets us reason locally about a method body without needing access to the implementations of the other classes To bridge the gap between these two semantics we introduce a historybased operational semantics for open systems This new semantics can be used as an intermediate step for proving that Creols Hoare logic is sound and complete with respect to the languages operational semantics The approach can easily be adapted to other componentbased languages where communication is done by message passing or by method interaction,1,2,5,Jasmin Christian Blanchette,['Olaf Owe'],"['an', 'open', 'system', 'operational', 'semantics', 'for', 'an', 'objectoriented', 'and', 'componentbased', 'language']","['object', 'orientation', 'and', 'componentbased', 'development', 'have', 'both', 'proven', 'useful', 'for', 'the', 'elaboration', 'of', 'open', 'distributed', 'systems', 'these', 'paradigms', 'are', 'offered', 'by', 'the', 'creol', 'language', 'creol', 'objects', 'are', 'concurrent', 'each', 'with', 'its', 'own', 'virtual', 'processor', 'and', 'internal', 'process', 'control', 'and', 'communicate', 'using', 'asynchronous', 'nonblocking', 'method', 'calls', 'this', 'provides', 'the', 'efficiency', 'of', 'message', 'passing', 'systems', 'while', 'keeping', 'the', 'structuring', 'benefits', 'of', 'methods', 'and', 'objectoriented', 'programming', 'conditional', 'processor', 'release', 'points', 'provide', 'a', 'highlevel', 'synchronization', 'mechanism', 'based', 'on', 'passive', 'waiting', 'that', 'allows', 'us', 'to', 'combine', 'active', 'and', 'reactive', 'behavior', 'a', 'creol', 'component', 'can', 'be', 'a', 'single', 'concurrent', 'object', 'or', 'a', 'collection', 'of', 'objects', 'together', 'with', 'a', 'number', 'of', 'interfaces', 'and', 'cointerfaces', 'defining', 'the', 'provided', 'and', 'required', 'interaction', 'and', 'semantic', 'behavior', 'creols', 'semantics', 'is', 'defined', 'formally', 'using', 'operational', 'semantics', 'and', 'hoare', 'logic', 'an', 'operational', 'semantics', 'lets', 'us', 'simulate', 'an', 'entire', 'system', 'where', 'all', 'components', 'are', 'known', 'in', 'advance', 'in', 'contrast', 'hoare', 'logic', 'together', 'with', 'class', 'invariants', 'and', 'communication', 'histories', 'lets', 'us', 'reason', 'locally', 'about', 'a', 'method', 'body', 'without', 'needing', 'access', 'to', 'the', 'implementations', 'of', 'the', 'other', 'classes', 'to', 'bridge', 'the', 'gap', 'between', 'these', 'two', 'semantics', 'we', 'introduce', 'a', 'historybased', 'operational', 'semantics', 'for', 'open', 'systems', 'this', 'new', 'semantics', 'can', 'be', 'used', 'as', 'an', 'intermediate', 'step', 'for', 'proving', 'that', 'creols', 'hoare', 'logic', 'is', 'sound', 'and', 'complete', 'with', 'respect', 'to', 'the', 'languages', 'operational', 'semantics', 'the', 'approach', 'can', 'easily', 'be', 'adapted', 'to', 'other', 'componentbased', 'languages', 'where', 'communication', 'is', 'done', 'by', 'message', 'passing', 'or', 'by', 'method', 'interaction']"
73208,Groupbased learning a boosting approach,"['Weijian Ni', 'Jun Xu', 'Hang Li', 'Yalou Huang']",2008,CIKM,96535,"['109263', '744738', '335039']",This paper points out that many machine learning problems in IR should be and can be formalized in a novel way referred to as groupbased learning In groupbased learning it is assumed that training data as well as testing data consist of groups The classifier is created and utilized across groups Furthermore evaluation in testing and also in training are conducted at group level with the use of evaluation measures defined on a group This paper addresses the problem and presents a Boosting algorithm to perform the new learning task The algorithm referred to as AdaBoostGroup is proved to be able to improve accuracies in terms of groupbased measures during training,0,4,3,Weijian Ni,"['Jun Xu', 'Hang Li', 'Yalou Huang']","['groupbased', 'learning', 'a', 'boosting', 'approach']","['this', 'paper', 'points', 'out', 'that', 'many', 'machine', 'learning', 'problems', 'in', 'ir', 'should', 'be', 'and', 'can', 'be', 'formalized', 'in', 'a', 'novel', 'way', 'referred', 'to', 'as', 'groupbased', 'learning', 'in', 'groupbased', 'learning', 'it', 'is', 'assumed', 'that', 'training', 'data', 'as', 'well', 'as', 'testing', 'data', 'consist', 'of', 'groups', 'the', 'classifier', 'is', 'created', 'and', 'utilized', 'across', 'groups', 'furthermore', 'evaluation', 'in', 'testing', 'and', 'also', 'in', 'training', 'are', 'conducted', 'at', 'group', 'level', 'with', 'the', 'use', 'of', 'evaluation', 'measures', 'defined', 'on', 'a', 'group', 'this', 'paper', 'addresses', 'the', 'problem', 'and', 'presents', 'a', 'boosting', 'algorithm', 'to', 'perform', 'the', 'new', 'learning', 'task', 'the', 'algorithm', 'referred', 'to', 'as', 'adaboostgroup', 'is', 'proved', 'to', 'be', 'able', 'to', 'improve', 'accuracies', 'in', 'terms', 'of', 'groupbased', 'measures', 'during', 'training']"
464190,Of Nests and Trees A Unified Approach to Processing Queries That Contain Nested Subqueries Aggregates and Quantifiers,['Umeshwar Dayal'],1987,VLDB,642447,"['949714', '1127694', '770707', '1196193', '1118271', '544973', '544972', '2840', '598655', '598632', '598677', '598961', '1118327', '599048', '643176', '599240', '643211', '643597', '599627', '1118657', '1118735', '1065252']",,92,1,22,Umeshwar Dayal,[],"['of', 'nests', 'and', 'trees', 'a', 'unified', 'approach', 'to', 'processing', 'queries', 'that', 'contain', 'nested', 'subqueries', 'aggregates', 'and', 'quantifiers']",[]
479020,Automatic wrapper induction from hiddenweb sources with domain knowledge,"['Pierre Senellart', 'Avin Mittal', 'Daniel Muschick', 'Rémi Gilleron', 'Marc Tommasi']",2008,WIDM,662065,"['154661', '1010023', '299641', '644128', '643265', '29679', '12793', '372711', '777493', '642848', '335148', '300605', '738608', '595522', '674675', '511048', '674879', '600004', '644108', '643540']",We present an original approach to the automatic induction of wrappers for sources of the hidden Web that does not need any human supervision Our approach only needs domain knowledge expressed as a set of concept names and concept instances There are two parts in extracting valuable data from hiddenWeb sources understanding the structure of a given HTML form and relating its fields to concepts of the domain and understanding how resulting records are represented in an HTML result page For the former problem we use a combination of heuristics and of probing with domain instances for the latter we use a supervised machine learning technique adapted to treelike information on an automatic imperfect and imprecise annotation using the domain knowledge We show experiments that demonstrate the validity and potential of the approach,3,5,20,Pierre Senellart,"['Avin Mittal', 'Daniel Muschick', 'Rémi Gilleron', 'Marc Tommasi']","['automatic', 'wrapper', 'induction', 'from', 'hiddenweb', 'sources', 'with', 'domain', 'knowledge']","['we', 'present', 'an', 'original', 'approach', 'to', 'the', 'automatic', 'induction', 'of', 'wrappers', 'for', 'sources', 'of', 'the', 'hidden', 'web', 'that', 'does', 'not', 'need', 'any', 'human', 'supervision', 'our', 'approach', 'only', 'needs', 'domain', 'knowledge', 'expressed', 'as', 'a', 'set', 'of', 'concept', 'names', 'and', 'concept', 'instances', 'there', 'are', 'two', 'parts', 'in', 'extracting', 'valuable', 'data', 'from', 'hiddenweb', 'sources', 'understanding', 'the', 'structure', 'of', 'a', 'given', 'html', 'form', 'and', 'relating', 'its', 'fields', 'to', 'concepts', 'of', 'the', 'domain', 'and', 'understanding', 'how', 'resulting', 'records', 'are', 'represented', 'in', 'an', 'html', 'result', 'page', 'for', 'the', 'former', 'problem', 'we', 'use', 'a', 'combination', 'of', 'heuristics', 'and', 'of', 'probing', 'with', 'domain', 'instances', 'for', 'the', 'latter', 'we', 'use', 'a', 'supervised', 'machine', 'learning', 'technique', 'adapted', 'to', 'treelike', 'information', 'on', 'an', 'automatic', 'imperfect', 'and', 'imprecise', 'annotation', 'using', 'the', 'domain', 'knowledge', 'we', 'show', 'experiments', 'that', 'demonstrate', 'the', 'validity', 'and', 'potential', 'of', 'the', 'approach']"
348331,Multiagent Systems on the Internet Extending the Scope of Coordination towards Security and Topology,"['Marco Cremonini', 'Andrea Omicini', 'Franco Zambonelli']",1999,MAAMAW,488721,"['95318', '832821', '613277', '772069']",,6,3,4,Marco Cremonini,"['Andrea Omicini', 'Franco Zambonelli']","['multiagent', 'systems', 'on', 'the', 'internet', 'extending', 'the', 'scope', 'of', 'coordination', 'towards', 'security', 'and', 'topology']",[]
438286,Polycube splines,"['Hongyu Wang', 'Ying He 0001', 'Xin Li', 'Xianfeng Gu', 'Hong Qin']",2007,Symposium on Solid and Physical Modeling,606250,"['1119100', '605921', '639889', '605993', '1119227', '1119289', '593638', '1119701', '1119507', '1119506', '1119517', '586677', '1119567', '236398', '780491', '605934', '593391', '833936', '608395', '1119229', '586756', '608434', '608531', '1119654']",This paper proposes a new concept of polycube splines and develops novel modeling techniques for using the polycube splines in solid modeling and shape computing Polycube splines are essentially a novel variant of manifold splines which are built upon the polycube map serving as its parametric domain Our rationale for defining spline surfaces over polycubes is that polycubes have rectangular structures everywhere over their domains except a very small number of corner points The boundary of polycubes can be naturally decomposed into a set of regular structures which facilitate tensorproduct surface definition GPUcentric geometric computing and imagebased geometric processing We develop algorithms to construct polycube maps and show that the introduced polycube map naturally induces the affine structure with a finite number of extraordinary points Besides its intrinsic rectangular structure the polycube map may approximate any original scanned dataset with a very low geometric distortion so our method for building polycube splines is both natural and necessary as its parametric domain can mimic the geometry of modeled objects in a topologically correct and geometrically meaningful manner We design a new data structure that facilitates the intuitive and rapid construction of polycube splines in this paper We demonstrate the polycube splines with applications in surface reconstruction and shape computing,3,5,24,Hongyu Wang,"['Ying He 0001', 'Xin Li', 'Xianfeng Gu', 'Hong Qin']","['polycube', 'splines']","['this', 'paper', 'proposes', 'a', 'new', 'concept', 'of', 'polycube', 'splines', 'and', 'develops', 'novel', 'modeling', 'techniques', 'for', 'using', 'the', 'polycube', 'splines', 'in', 'solid', 'modeling', 'and', 'shape', 'computing', 'polycube', 'splines', 'are', 'essentially', 'a', 'novel', 'variant', 'of', 'manifold', 'splines', 'which', 'are', 'built', 'upon', 'the', 'polycube', 'map', 'serving', 'as', 'its', 'parametric', 'domain', 'our', 'rationale', 'for', 'defining', 'spline', 'surfaces', 'over', 'polycubes', 'is', 'that', 'polycubes', 'have', 'rectangular', 'structures', 'everywhere', 'over', 'their', 'domains', 'except', 'a', 'very', 'small', 'number', 'of', 'corner', 'points', 'the', 'boundary', 'of', 'polycubes', 'can', 'be', 'naturally', 'decomposed', 'into', 'a', 'set', 'of', 'regular', 'structures', 'which', 'facilitate', 'tensorproduct', 'surface', 'definition', 'gpucentric', 'geometric', 'computing', 'and', 'imagebased', 'geometric', 'processing', 'we', 'develop', 'algorithms', 'to', 'construct', 'polycube', 'maps', 'and', 'show', 'that', 'the', 'introduced', 'polycube', 'map', 'naturally', 'induces', 'the', 'affine', 'structure', 'with', 'a', 'finite', 'number', 'of', 'extraordinary', 'points', 'besides', 'its', 'intrinsic', 'rectangular', 'structure', 'the', 'polycube', 'map', 'may', 'approximate', 'any', 'original', 'scanned', 'dataset', 'with', 'a', 'very', 'low', 'geometric', 'distortion', 'so', 'our', 'method', 'for', 'building', 'polycube', 'splines', 'is', 'both', 'natural', 'and', 'necessary', 'as', 'its', 'parametric', 'domain', 'can', 'mimic', 'the', 'geometry', 'of', 'modeled', 'objects', 'in', 'a', 'topologically', 'correct', 'and', 'geometrically', 'meaningful', 'manner', 'we', 'design', 'a', 'new', 'data', 'structure', 'that', 'facilitates', 'the', 'intuitive', 'and', 'rapid', 'construction', 'of', 'polycube', 'splines', 'in', 'this', 'paper', 'we', 'demonstrate', 'the', 'polycube', 'splines', 'with', 'applications', 'in', 'surface', 'reconstruction', 'and', 'shape', 'computing']"
124467,Fast Full Parsing by LinearChain Conditional Random Fields,"['Yoshimasa Tsuruoka', 'Jun-ichi Tsujii', 'Sophia Ananiadou']",2009,EACL,163924,"['13533', '336090', '21252', '511048', '21600', '511179', '20077', '797187', '985064', '817093', '41535', '815249', '1567743', '20873', '163434']",This paper presents a chunkingbased discriminative approach to full parsing We convert the task of full parsing into a series of chunking tasks and apply a conditional random field CRF model to each level of chunking The probability of an entire parse tree is computed as the product of the probabilities of individual chunking results The parsing is performed in a bottomup manner and the best derivation is efficiently obtained by using a depthfirst search algorithm Experimental results demonstrate that this simple parsing framework produces a fast and reasonably accurate parser,0,3,15,Yoshimasa Tsuruoka,"['Jun-ichi Tsujii', 'Sophia Ananiadou']","['fast', 'full', 'parsing', 'by', 'linearchain', 'conditional', 'random', 'fields']","['this', 'paper', 'presents', 'a', 'chunkingbased', 'discriminative', 'approach', 'to', 'full', 'parsing', 'we', 'convert', 'the', 'task', 'of', 'full', 'parsing', 'into', 'a', 'series', 'of', 'chunking', 'tasks', 'and', 'apply', 'a', 'conditional', 'random', 'field', 'crf', 'model', 'to', 'each', 'level', 'of', 'chunking', 'the', 'probability', 'of', 'an', 'entire', 'parse', 'tree', 'is', 'computed', 'as', 'the', 'product', 'of', 'the', 'probabilities', 'of', 'individual', 'chunking', 'results', 'the', 'parsing', 'is', 'performed', 'in', 'a', 'bottomup', 'manner', 'and', 'the', 'best', 'derivation', 'is', 'efficiently', 'obtained', 'by', 'using', 'a', 'depthfirst', 'search', 'algorithm', 'experimental', 'results', 'demonstrate', 'that', 'this', 'simple', 'parsing', 'framework', 'produces', 'a', 'fast', 'and', 'reasonably', 'accurate', 'parser']"
